x,y
63.62,103.4664
20.24,50.5428
16.23,45.6506
72.87,114.7514
16.26,45.6872
37.86,72.0392
57.53,96.0366
61.66,101.0752
49.48,86.2156
95.2,141.994
12.1,40.612
47.79,84.1538
17.29,46.9438
47.11,83.3242
85.74,130.4528
89.94,135.5768
97.68,145.0196
78.73,121.9006
51.65,88.863
52.82,90.2904
50.95,88.009
16.14,45.5408
16.73,46.2606
57.25,95.695
78.47,121.5834
42.35,77.517
93.24,139.6028
12.56,41.1732
21.4,51.958
70.6,111.982
44.04,79.5788
6.43,33.6946
12.01,40.5022
79.61,122.9742
43.05,78.371
14.42,43.4424
51.68,88.8996
25.59,57.0698
9.14,37.0008
37.24,71.2828
15.73,45.0406
71.54,113.1288
1.26,27.3872
4.25,31.035
21.42,51.9824
44.12,79.6764
31.12,63.8164
85.27,129.8794
43.25,78.615
77.27,120.1194
47.34,83.6048
90.57,136.3454
17.35,47.017
82.01,125.9022
81.58,125.3776
68.62,109.5664
47.48,83.7756
4.3,31.096
6.94,34.3168
11.71,40.1362
22.62,53.4464
58.43,97.1346
69.1,110.152
56.77,95.1094
67.1,107.712
93.2,139.554
83.61,127.8542
71.97,113.6534
75.19,117.5818
48.03,84.4466
97.95,145.349
92.27,138.4194
23.88,54.9836
79.15,122.413
24.42,55.6424
12.58,41.1976
46.58,82.6776
1.29,27.4238
17.09,46.6998
12.45,41.039
82.75,126.805
52.15,89.473
39.51,74.0522
31.71,64.5362
39.36,73.8692
12.16,40.6852
83.13,127.2686
42.25,77.395
45.32,81.1404
20.52,50.8844
7.99,35.5978
23.34,54.3248
25.87,57.4114
78.73,121.9006
55.6,93.682
31.98,64.8656
85.93,130.6846
58.56,97.2932
88.16,133.4052
78.65,121.803
25.93,57.4846
84.83,129.3426
68.09,108.9198
68.36,109.2492
39.8,74.406
0.38,26.3136
4.49,31.3278
32.53,65.5366
54.23,92.0106
19.98,50.2256
90.62,136.4064
18.31,48.1882
95.66,142.5552
95.41,142.2502
71.64,113.2508
23.02,53.9344
97.06,144.2632
41.58,76.5776
79.8,123.206
74.55,116.801
72.19,113.9218
70.01,111.2622
75.24,117.6428
19.82,50.0304
96.31,143.3482
2.21,28.5462
40.52,75.2844
2.4,28.778
35.24,68.8428
26.38,58.0336
26.02,57.5944
34.73,68.2206
45.15,80.933
9.35,37.257
19.37,49.4814
9.51,37.4522
15.03,44.1866
85.08,129.6476
3.23,29.7906
58.26,96.9272
4.84,31.7548
49.49,86.2278
35.55,69.221
26.51,58.1922
20.12,50.3964
72.73,114.5806
31.04,63.7188
30.66,63.2552
2.96,29.4612
18.68,48.6396
91.41,137.3702
44.67,80.3474
81.57,125.3654
0.17,26.0574
49.03,85.6666
54.47,92.3034
61.78,101.2216
22.67,53.5074
89.8,135.406
33.05,66.171
67.76,108.5172
7.64,35.1708
36.91,70.8802
95.44,142.2868
52.76,90.2172
3.52,30.1444
87.39,132.4658
41.48,76.4556
1.44,27.6068
95.04,141.7988
71.77,113.4094
23.39,54.3858
62.66,102.2952
15.98,45.3456
29.06,61.3032
2.94,29.4368
71.5,113.08
65.24,105.4428
30.65,63.243
16.36,45.8092
0.98,27.0456
33.19,66.3418
27.49,59.3878
53.69,91.3518
28.15,60.193
40.21,74.9062
50.56,87.5332
74.71,116.9962
24.72,56.0084
48.05,84.471
34.99,68.5378
66.75,107.285
17.62,47.3464
98.99,146.6178
37.96,72.1612
56.88,95.2436
48.27,84.7394
71.18,112.6896
46.35,82.397
10.43,38.5746
24.14,55.3008
82.21,126.1462
96.85,144.007
93.68,140.1396
33.02,66.1344
66.73,107.2606
83.89,128.1958
80.85,124.487
79.21,122.4862
84.37,128.7814
38.41,72.7102
47.49,83.7878
1.54,27.7288
68.32,109.2004
22.82,53.6904
2.65,29.083
19.91,50.1402
12.99,41.6978
30.87,63.5114
44.1,79.652
15.84,45.1748
36.46,70.3312
26.25,57.875
79.12,122.3764
86.26,131.0872
0.61,26.5942
33.94,67.2568
99.92,147.7524
26.2,57.814
69.77,110.9694
69.07,110.1154
1.89,28.1558
38.25,72.515
27.08,58.8876
23.09,54.0198
55.56,93.6332
6.68,33.9996
22.86,53.7392
17.25,46.895
19.01,49.0422
35.07,68.6354
59.08,97.9276
87.02,132.0144
1.57,27.7654
97.76,145.1172
70.78,112.2016
38.01,72.2222
96.41,143.4702
2.86,29.3392
27.05,58.851
90.99,136.8578
86.6,131.502
54.66,92.5352
67.61,108.3342
85.16,129.7452
87.64,132.7708
14.69,43.7718
16.08,45.4676
14.45,43.479
65.91,106.2602
50.74,87.7528
6.98,34.3656
52.76,90.2172
8.03,35.6466
17.58,47.2976
33.63,66.8786
87.65,132.783
77.97,120.9734
30.56,63.1332
59.61,98.5742
14.05,42.991
87.65,132.783
33.19,66.3418
31.87,64.7314
25.89,57.4358
48.6,85.142
80.25,123.755
6.61,33.9142
4.56,31.4132
40.17,74.8574
92.32,138.4804
75.07,117.4354
17.1,46.712
39.06,73.5032
4.26,31.0472
52.95,90.449
45.73,81.6406
4.72,31.6084
2.01,28.3022
39.08,73.5276
82.94,127.0368
44.51,80.1522
27.27,59.1194
60.16,99.2452
41.26,76.1872
66.5,106.98
58.37,97.0614
62.11,101.6242
70.3,111.616
18.47,48.3834
24.8,56.106
79.02,122.2544
96.61,143.7142
18.14,47.9808
0.83,26.8626
99.67,147.4474
34.07,67.4154
57.28,95.7316
35.92,69.6724
66.15,106.553
81.82,125.6704
2.97,29.4734
95.97,142.9334
51.17,88.2774
91.47,137.4434
94.09,140.6398
57.7,96.244
67.96,108.7612
81.91,125.7802
11.55,39.941
86.59,131.4898
5.36,32.3892
90.86,136.6992
81.02,124.6944
35.87,69.6114
63.73,103.6006
78.29,121.3638
96.72,143.8484
14.97,44.1134
45.76,81.6772
82.69,126.7318
85.82,130.5504
85.95,130.709
15.04,44.1988
89.91,135.5402
30.86,63.4992
5.77,32.8894
75.24,117.6428
8.43,36.1346
90.7,136.504
80.16,123.6452
42.81,78.0782
82.47,126.4634
48.23,84.6906
77.48,120.3756
0.48,26.4356
29.75,62.145
88.76,134.1372
33.59,66.8298
22.74,53.5928
82.15,126.073
89.1,134.552
26.56,58.2532
40.72,75.5284
68.46,109.3712
34.82,68.3304
36.56,70.4532
72.32,114.0804
29.65,62.023
44.39,80.0058
82.08,125.9876
99.73,147.5206
79.04,122.2788
20.78,51.2016
72.39,114.1658
90.62,136.4064
35.99,69.7578
50.65,87.643
59.04,97.8788
87.01,132.0022
43.71,79.1762
95.61,142.4942
50.25,87.155
69.64,110.8108
40.07,74.7354
82.61,126.6342
20.84,51.2748
10.28,38.3916
47.43,83.7146
30.47,63.0234
69.16,110.2252
46.06,82.0432
93.78,140.2616
19.93,50.1646
79.61,122.9742
81.11,124.8042
76.16,118.7652
75.84,118.3748
50.97,88.0334
47.35,83.617
93.21,139.5662
19.22,49.2984
11.67,40.0874
52.48,89.8756
38.76,73.1372
2.74,29.1928
18.99,49.0178
82.38,126.3536
15.68,44.9796
39.19,73.6618
31.06,63.7432
28.91,61.1202
19.01,49.0422
76.62,119.3264
36.82,70.7704
86.28,131.1116
39.26,73.7472
41.45,76.419
65.81,106.1382
77.09,119.8998
78.96,122.1812
16.41,45.8702
39.54,74.0888
72.45,114.239
48.83,85.4226
27.61,59.5342
26.53,58.2166
83.06,127.1832
97.06,144.2632
89.01,134.4422
89.44,134.9668
69.18,110.2496
1.11,27.2042
71.63,113.2386
92.93,139.2246
99.46,147.1912
36.49,70.3678
95.48,142.3356
65.33,105.5526
15.28,44.4916
5.52,32.5844
0.78,26.8016
10.09,38.1598
5.75,32.865
52.34,89.7048
14.55,43.601
67.92,108.7124
36.66,70.5752
99.76,147.5572
26.67,58.3874
3.21,29.7662
87.7,132.844
90.03,135.6866
51.54,88.7288
62.86,102.5392
52.75,90.205
34.17,67.5374
62,101.49
82.47,126.4634
61.38,100.7336
47.17,83.3974
20.91,51.3602
96.96,144.1412
46.06,82.0432
26.85,58.607
91.67,137.6874
54.07,91.8154
51.63,88.8386
94.04,140.5788
67.75,108.505
29.24,61.5228
38.29,72.5638
28.49,60.6078
60.51,99.6722
77.22,120.0584
99.25,146.935
33.11,66.2442
72.47,114.2634
21.97,52.6534
14.25,43.235
23.79,54.8738
77.78,120.7416
23.51,54.5322
66.92,107.4924
79.81,123.2182
56.72,95.0484
59.6,98.562
57.68,96.2196
27.83,59.8026
47.8,84.166
58.79,97.5738
78.33,121.4126
85.14,129.7208
71.61,113.2142
58.09,96.7198
44.89,80.6158
33.12,66.2564
98.79,146.3738
44.57,80.2254
88.63,133.9786
61.96,101.4412
58.54,97.2688
19.17,49.2374
13.51,42.3322
76.68,119.3996
82.62,126.6464
78.13,121.1686
37.1,71.112
8.82,36.6104
71.64,113.2508
68.44,109.3468
7.66,35.1952
64.37,104.3814
54.9,92.828
78.35,121.437
79.84,123.2548
3.09,29.6198
48.62,85.1664
38.26,72.5272
42.05,77.151
48.89,85.4958
54.38,92.1936
11.16,39.4652
63.24,103.0028
68.17,109.0174
68.68,109.6396
53.43,91.0346
67.45,108.139
10.6,38.782
56.81,95.1582
11.42,39.7824
36.93,70.9046
41.64,76.6508
69.74,110.9328
23.07,53.9954
44.98,80.7256
35.75,69.465
14.8,43.906
72.19,113.9218
51.1,88.192
96.54,143.6288
15.04,44.1988
21.17,51.6774
46.42,82.4824
22.35,53.117
35.47,69.1234
4.27,31.0594
84.37,128.7814
43.95,79.469
86.56,131.4532
44.35,79.957
76.81,119.5582
1.05,27.131
32.76,65.8172
83.66,127.9152
12.14,40.6608
25.85,57.387
82.12,126.0364
75.33,117.7526
32.92,66.0124
7.52,35.0244
25.42,56.8624
42.57,77.7854
87.36,132.4292
0.51,26.4722
45.7,81.604
58.74,97.5128
28.62,60.7664
73.22,115.1784
78.64,121.7908
42.4,77.578
84.22,128.5984
54.24,92.0228
2.71,29.1562
54.11,91.8642
66.74,107.2728
28.8,60.986
87.02,132.0144
32.02,64.9144
59.57,98.5254
40.46,75.2112
23.74,54.8128
87.58,132.6976
84.15,128.513
32.48,65.4756
4.59,31.4498
98,145.41
12.23,40.7706
66.17,106.5774
50.73,87.7406
74.68,116.9596
43.72,79.1884
53.95,91.669
54.47,92.3034
56.7,95.024
16.59,46.0898
71.56,113.1532
80.62,124.2064
71.29,112.8238
16.81,46.3582
48.88,85.4836
8.41,36.1102
93.98,140.5056
39.2,73.674
61.75,101.185
1.06,27.1432
21.4,51.958
8.6,36.342
38.8,73.186
14.41,43.4302
40.14,74.8208
69.45,110.579
14.41,43.4302
51.2,88.314
39.1,73.552
21.04,51.5188
10.12,38.1964
70.13,111.4086
1.74,27.9728
12.23,40.7706
98.81,146.3982
50.48,87.4356
6.98,34.3656
24.08,55.2276
15.72,45.0284
83.99,128.3178
47.21,83.4462
88.31,133.5882
91.05,136.931
45.22,81.0184
87.76,132.9172
99.37,147.0814
94.38,140.9936
31.3,64.036
40.85,75.687
40.91,75.7602
77.14,119.9608
50.92,87.9724
17.81,47.5782
90.3,136.016
28.44,60.5468
49.23,85.9106
81.63,125.4386
83.04,127.1588
28.39,60.4858
8.61,36.3542
25.36,56.7892
51.35,88.497
64.49,104.5278
96.17,143.1774
96.1,143.092
47.58,83.8976
94.38,140.9936
41.97,77.0534
37.86,72.0392
26.97,58.7534
37.57,71.6854
65.08,105.2476
17.68,47.4196
63.75,103.625
91.86,137.9192
76.35,118.997
22.98,53.8856
96.46,143.5312
9.38,37.2936
42.97,78.2734
20.56,50.9332
13.73,42.6006
37.35,71.417
69.54,110.6888
38.17,72.4174
47.04,83.2388
48.79,85.3738
39.34,73.8448
82.57,126.5854
40.77,75.5894
13.62,42.4664
35.33,68.9526
95.36,142.1892
20.25,50.555
47.48,83.7756
30.22,62.7184
83.9,128.208
85.81,130.5382
84.29,128.6838
52.84,90.3148
96.72,143.8484
3.29,29.8638
71.77,113.4094
8.52,36.2444
22.55,53.361
15.08,44.2476
91.29,137.2238
16.48,45.9556
44.84,80.5548
34.44,67.8668
36.26,70.0872
58.45,97.159
96.59,143.6898
63.8,103.686
85.92,130.6724
93.68,140.1396
74.09,116.2398
99.44,147.1668
88.39,133.6858
64.4,104.418
13.87,42.7714
81.17,124.8774
