x,y
64.85,159.7
25.18,80.36
69.84,169.68
40.43,110.86
75.61,181.22
36.75,103.5
50.08,130.16
64.97,159.94
41.72,113.44
1.7,33.4
99.93,229.86
24.57,79.14
75.23,180.46
1.95,33.9
78.84,187.68
67.38,164.76
55.35,140.7
58.1,146.2
53.1,136.2
41.24,112.48
68.86,167.72
87.36,204.72
54.06,138.12
64.12,158.24
11.77,53.54
99.43,228.86
55.24,140.48
56.44,142.88
39.47,108.94
8.94,47.88
92.91,215.82
87.68,205.36
80.37,190.74
56.72,143.44
0.76,31.52
26.98,83.96
0.39,30.78
81.99,193.98
88.32,206.64
51.01,132.02
21.38,72.76
72.66,175.32
18.04,66.08
11.22,52.44
36.75,103.5
64.81,159.62
72.72,175.44
24.03,78.06
41.38,112.76
62.79,155.58
63.66,157.32
91.12,212.24
7.41,44.82
94.05,218.1
53.12,136.24
68.31,166.62
25.33,80.66
42.34,114.68
94.61,219.22
43.78,117.56
50.18,130.36
81.64,193.28
11.27,52.54
41.03,112.06
21.25,72.5
29.23,88.46
35.74,101.48
0.91,31.82
30.08,90.16
23.99,77.98
90.79,211.58
99.22,228.44
94.21,218.42
19.35,68.7
82.04,194.08
79.22,188.44
83.4,196.8
55.82,141.64
42.49,114.98
17.6,65.2
35.65,101.3
82.5,195
81.15,192.3
53.47,136.94
44.3,118.6
32.88,95.76
99.26,228.52
76.32,182.64
78.97,187.94
18.08,66.16
87.01,204.02
56.25,142.5
42.62,115.24
15.95,61.9
47.85,125.7
6.61,43.22
66.38,162.76
94.97,219.94
42.29,114.58
31.48,92.96
69.67,169.34
30.41,90.82
2.98,35.96
8.12,46.24
80.41,190.82
63.68,157.36
24.6,79.2
77.61,185.22
39.87,109.74
77.8,185.6
58.53,147.06
23.97,77.94
7.77,45.54
0.8,31.6
6.45,42.9
45.32,120.64
35.56,101.12
65.05,160.1
62.21,154.42
86.61,203.22
87.91,205.82
48.08,126.16
2.41,34.82
69.55,169.1
22.07,74.14
61.87,153.74
82.5,195
26.97,83.94
31.53,93.06
1.81,33.62
72.57,175.14
88.88,207.76
63.9,157.8
93.29,216.58
86.26,202.52
63.62,157.24
20.24,70.48
16.23,62.46
72.87,175.74
16.26,62.52
37.86,105.72
57.53,145.06
61.66,153.32
49.48,128.96
95.2,220.4
12.1,54.2
47.79,125.58
17.29,64.58
47.11,124.22
85.74,201.48
89.94,209.88
97.68,225.36
78.73,187.46
51.65,133.3
52.82,135.64
50.95,131.9
16.14,62.28
16.73,63.46
57.25,144.5
78.47,186.94
42.35,114.7
93.24,216.48
12.56,55.12
21.4,72.8
70.6,171.2
44.04,118.08
6.43,42.86
12.01,54.02
79.61,189.22
43.05,116.1
14.42,58.84
51.68,133.36
25.59,81.18
9.14,48.28
37.24,104.48
15.73,61.46
71.54,173.08
1.26,32.52
4.25,38.5
21.42,72.84
44.12,118.24
31.12,92.24
85.27,200.54
43.25,116.5
77.27,184.54
47.34,124.68
90.57,211.14
17.35,64.7
82.01,194.02
81.58,193.16
68.62,167.24
47.48,124.96
4.3,38.6
6.94,43.88
11.71,53.42
22.62,75.24
58.43,146.86
69.1,168.2
56.77,143.54
67.1,164.2
93.2,216.4
83.61,197.22
71.97,173.94
75.19,180.38
48.03,126.06
97.95,225.9
92.27,214.54
23.88,77.76
79.15,188.3
24.42,78.84
12.58,55.16
46.58,123.16
1.29,32.58
17.09,64.18
12.45,54.9
82.75,195.5
52.15,134.3
39.51,109.02
31.71,93.42
39.36,108.72
12.16,54.32
83.13,196.26
42.25,114.5
45.32,120.64
20.52,71.04
7.99,45.98
23.34,76.68
25.87,81.74
78.73,187.46
55.6,141.2
31.98,93.96
85.93,201.86
58.56,147.12
88.16,206.32
78.65,187.3
25.93,81.86
84.83,199.66
68.09,166.18
68.36,166.72
39.8,109.6
0.38,30.76
4.49,38.98
32.53,95.06
54.23,138.46
19.98,69.96
90.62,211.24
18.31,66.62
95.66,221.32
95.41,220.82
71.64,173.28
23.02,76.04
97.06,224.12
41.58,113.16
79.8,189.6
74.55,179.1
72.19,174.38
70.01,170.02
75.24,180.48
19.82,69.64
96.31,222.62
2.21,34.42
40.52,111.04
2.4,34.8
35.24,100.48
26.38,82.76
26.02,82.04
34.73,99.46
45.15,120.3
9.35,48.7
19.37,68.74
9.51,49.02
15.03,60.06
85.08,200.16
3.23,36.46
58.26,146.52
4.84,39.68
49.49,128.98
35.55,101.1
26.51,83.02
20.12,70.24
72.73,175.46
31.04,92.08
30.66,91.32
2.96,35.92
18.68,67.36
91.41,212.82
44.67,119.34
81.57,193.14
0.17,30.34
49.03,128.06
54.47,138.94
61.78,153.56
22.67,75.34
89.8,209.6
33.05,96.1
67.76,165.52
7.64,45.28
36.91,103.82
95.44,220.88
52.76,135.52
3.52,37.04
87.39,204.78
41.48,112.96
1.44,32.88
95.04,220.08
71.77,173.54
23.39,76.78
62.66,155.32
15.98,61.96
29.06,88.12
2.94,35.88
71.5,173
65.24,160.48
30.65,91.3
16.36,62.72
0.98,31.96
33.19,96.38
27.49,84.98
53.69,137.38
28.15,86.3
40.21,110.42
50.56,131.12
74.71,179.42
24.72,79.44
48.05,126.1
34.99,99.98
66.75,163.5
17.62,65.24
98.99,227.98
37.96,105.92
56.88,143.76
48.27,126.54
71.18,172.36
46.35,122.7
10.43,50.86
24.14,78.28
82.21,194.42
96.85,223.7
93.68,217.36
33.02,96.04
66.73,163.46
83.89,197.78
80.85,191.7
79.21,188.42
84.37,198.74
38.41,106.82
47.49,124.98
1.54,33.08
68.32,166.64
22.82,75.64
2.65,35.3
19.91,69.82
12.99,55.98
30.87,91.74
44.1,118.2
15.84,61.68
36.46,102.92
26.25,82.5
79.12,188.24
86.26,202.52
0.61,31.22
33.94,97.88
99.92,229.84
26.2,82.4
69.77,169.54
69.07,168.14
1.89,33.78
38.25,106.5
27.08,84.16
23.09,76.18
55.56,141.12
6.68,43.36
22.86,75.72
17.25,64.5
19.01,68.02
35.07,100.14
59.08,148.16
87.02,204.04
1.57,33.14
97.76,225.52
70.78,171.56
38.01,106.02
96.41,222.82
2.86,35.72
27.05,84.1
90.99,211.98
86.6,203.2
54.66,139.32
67.61,165.22
85.16,200.32
87.64,205.28
14.69,59.38
16.08,62.16
14.45,58.9
65.91,161.82
50.74,131.48
6.98,43.96
52.76,135.52
8.03,46.06
17.58,65.16
33.63,97.26
87.65,205.3
77.97,185.94
30.56,91.12
59.61,149.22
14.05,58.1
87.65,205.3
33.19,96.38
31.87,93.74
25.89,81.78
48.6,127.2
80.25,190.5
6.61,43.22
4.56,39.12
40.17,110.34
92.32,214.64
75.07,180.14
17.1,64.2
39.06,108.12
4.26,38.52
52.95,135.9
45.73,121.46
4.72,39.44
2.01,34.02
39.08,108.16
82.94,195.88
44.51,119.02
27.27,84.54
60.16,150.32
41.26,112.52
66.5,163
58.37,146.74
62.11,154.22
70.3,170.6
18.47,66.94
24.8,79.6
79.02,188.04
96.61,223.22
18.14,66.28
0.83,31.66
99.67,229.34
34.07,98.14
57.28,144.56
35.92,101.84
66.15,162.3
81.82,193.64
2.97,35.94
95.97,221.94
51.17,132.34
91.47,212.94
94.09,218.18
57.7,145.4
67.96,165.92
81.91,193.82
11.55,53.1
86.59,203.18
5.36,40.72
90.86,211.72
81.02,192.04
35.87,101.74
63.73,157.46
78.29,186.58
96.72,223.44
14.97,59.94
45.76,121.52
82.69,195.38
85.82,201.64
85.95,201.9
15.04,60.08
89.91,209.82
30.86,91.72
5.77,41.54
75.24,180.48
8.43,46.86
90.7,211.4
80.16,190.32
42.81,115.62
82.47,194.94
48.23,126.46
77.48,184.96
0.48,30.96
29.75,89.5
88.76,207.52
33.59,97.18
22.74,75.48
82.15,194.3
89.1,208.2
26.56,83.12
40.72,111.44
68.46,166.92
34.82,99.64
36.56,103.12
72.32,174.64
29.65,89.3
44.39,118.78
82.08,194.16
99.73,229.46
79.04,188.08
20.78,71.56
72.39,174.78
90.62,211.24
35.99,101.98
50.65,131.3
59.04,148.08
87.01,204.02
43.71,117.42
95.61,221.22
50.25,130.5
69.64,169.28
40.07,110.14
82.61,195.22
20.84,71.68
10.28,50.56
47.43,124.86
30.47,90.94
69.16,168.32
46.06,122.12
93.78,217.56
19.93,69.86
79.61,189.22
81.11,192.22
76.16,182.32
75.84,181.68
50.97,131.94
47.35,124.7
93.21,216.42
19.22,68.44
11.67,53.34
52.48,134.96
38.76,107.52
2.74,35.48
18.99,67.98
82.38,194.76
15.68,61.36
39.19,108.38
31.06,92.12
28.91,87.82
19.01,68.02
76.62,183.24
36.82,103.64
86.28,202.56
39.26,108.52
41.45,112.9
65.81,161.62
77.09,184.18
78.96,187.92
16.41,62.82
39.54,109.08
72.45,174.9
48.83,127.66
27.61,85.22
26.53,83.06
83.06,196.12
97.06,224.12
89.01,208.02
89.44,208.88
69.18,168.36
1.11,32.22
71.63,173.26
92.93,215.86
99.46,228.92
36.49,102.98
95.48,220.96
65.33,160.66
15.28,60.56
5.52,41.04
0.78,31.56
10.09,50.18
5.75,41.5
52.34,134.68
14.55,59.1
67.92,165.84
36.66,103.32
99.76,229.52
26.67,83.34
3.21,36.42
87.7,205.4
90.03,210.06
51.54,133.08
62.86,155.72
52.75,135.5
34.17,98.34
62,154
82.47,194.94
61.38,152.76
47.17,124.34
20.91,71.82
96.96,223.92
46.06,122.12
26.85,83.7
91.67,213.34
54.07,138.14
51.63,133.26
94.04,218.08
67.75,165.5
29.24,88.48
38.29,106.58
28.49,86.98
60.51,151.02
77.22,184.44
99.25,228.5
33.11,96.22
72.47,174.94
21.97,73.94
14.25,58.5
23.79,77.58
77.78,185.56
23.51,77.02
66.92,163.84
79.81,189.62
56.72,143.44
59.6,149.2
57.68,145.36
27.83,85.66
47.8,125.6
58.79,147.58
78.33,186.66
85.14,200.28
71.61,173.22
58.09,146.18
44.89,119.78
33.12,96.24
98.79,227.58
44.57,119.14
88.63,207.26
61.96,153.92
58.54,147.08
19.17,68.34
13.51,57.02
76.68,183.36
82.62,195.24
78.13,186.26
37.1,104.2
8.82,47.64
71.64,173.28
68.44,166.88
7.66,45.32
64.37,158.74
54.9,139.8
78.35,186.7
79.84,189.68
3.09,36.18
48.62,127.24
38.26,106.52
42.05,114.1
48.89,127.78
54.38,138.76
11.16,52.32
63.24,156.48
68.17,166.34
68.68,167.36
53.43,136.86
67.45,164.9
10.6,51.2
56.81,143.62
11.42,52.84
36.93,103.86
41.64,113.28
69.74,169.48
23.07,76.14
44.98,119.96
35.75,101.5
14.8,59.6
72.19,174.38
51.1,132.2
96.54,223.08
15.04,60.08
21.17,72.34
46.42,122.84
22.35,74.7
35.47,100.94
4.27,38.54
84.37,198.74
43.95,117.9
86.56,203.12
44.35,118.7
76.81,183.62
1.05,32.1
32.76,95.52
83.66,197.32
12.14,54.28
25.85,81.7
82.12,194.24
75.33,180.66
32.92,95.84
7.52,45.04
25.42,80.84
42.57,115.14
87.36,204.72
0.51,31.02
45.7,121.4
58.74,147.48
28.62,87.24
73.22,176.44
78.64,187.28
42.4,114.8
84.22,198.44
54.24,138.48
2.71,35.42
54.11,138.22
66.74,163.48
28.8,87.6
87.02,204.04
32.02,94.04
59.57,149.14
40.46,110.92
23.74,77.48
87.58,205.16
84.15,198.3
32.48,94.96
4.59,39.18
98,226
12.23,54.46
66.17,162.34
50.73,131.46
74.68,179.36
43.72,117.44
53.95,137.9
54.47,138.94
56.7,143.4
16.59,63.18
71.56,173.12
80.62,191.24
71.29,172.58
16.81,63.62
48.88,127.76
8.41,46.82
93.98,217.96
39.2,108.4
61.75,153.5
1.06,32.12
21.4,72.8
8.6,47.2
38.8,107.6
14.41,58.82
40.14,110.28
69.45,168.9
14.41,58.82
51.2,132.4
39.1,108.2
21.04,72.08
10.12,50.24
70.13,170.26
1.74,33.48
12.23,54.46
98.81,227.62
50.48,130.96
6.98,43.96
24.08,78.16
15.72,61.44
83.99,197.98
47.21,124.42
88.31,206.62
91.05,212.1
45.22,120.44
87.76,205.52
99.37,228.74
94.38,218.76
31.3,92.6
40.85,111.7
40.91,111.82
77.14,184.28
50.92,131.84
17.81,65.62
90.3,210.6
28.44,86.88
49.23,128.46
81.63,193.26
83.04,196.08
28.39,86.78
8.61,47.22
25.36,80.72
51.35,132.7
64.49,158.98
96.17,222.34
96.1,222.2
47.58,125.16
94.38,218.76
41.97,113.94
37.86,105.72
26.97,83.94
37.57,105.14
65.08,160.16
17.68,65.36
63.75,157.5
91.86,213.72
76.35,182.7
22.98,75.96
96.46,222.92
9.38,48.76
42.97,115.94
20.56,71.12
13.73,57.46
37.35,104.7
69.54,169.08
38.17,106.34
47.04,124.08
48.79,127.58
39.34,108.68
82.57,195.14
40.77,111.54
13.62,57.24
35.33,100.66
95.36,220.72
20.25,70.5
47.48,124.96
30.22,90.44
83.9,197.8
85.81,201.62
84.29,198.58
52.84,135.68
96.72,223.44
3.29,36.58
71.77,173.54
8.52,47.04
22.55,75.1
15.08,60.16
91.29,212.58
16.48,62.96
44.84,119.68
34.44,98.88
36.26,102.52
58.45,146.9
96.59,223.18
63.8,157.6
85.92,201.84
93.68,217.36
74.09,178.18
99.44,228.88
88.39,206.78
64.4,158.8
13.87,57.74
81.17,192.34
